"","year","county","pct_lbw","pct_lbw_aian","pct_lbw_asian","pct_lbw_biracial","pct_lbw_black","pct_lbw_hispanic","pct_lbw_nhopi","pct_lbw_white","tbr","tbr_aian","tbr_asian","tbr_biracial","tbr_black","tbr_hispanic","tbr_nhopi","tbr_white","num_hs_complete","pop_25plus","pct_hs_complete","num_some_college","pop_25_44","pct_some_college","pct_child_poverty","pct_child_poverty_aian","pct_child_poverty_asian","pct_child_poverty_black","pct_child_poverty_hispanic","pct_child_poverty_white","year_factor","county_factor","racial_data_available"
"109",2015,"Lamar",10.1,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,197,3306,68,1551,3306,46.9,31,NA,NA,NA,NA,NA,"2015","Lamar","None/Limited"
"110",2015,"Lauderdale",10,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,1015,21639,85,12458,21639,57.6,25,NA,NA,NA,NA,NA,"2015","Lauderdale","None/Limited"
"111",2015,"Lawrence",9.7,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,430,8335,86,4145,8335,49.7,26,NA,NA,NA,NA,NA,"2015","Lawrence","None/Limited"
"112",2015,"Lee",7.8,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,1633,38307,84,25635,38307,66.9,22,NA,NA,NA,NA,NA,"2015","Lee","None/Limited"
"113",2015,"Limestone",9.1,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,957,23817,86,12938,23817,54.3,21,NA,NA,NA,NA,NA,"2015","Limestone","None/Limited"
"114",2015,"Lowndes",13.7,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,145,2462,68,1130,2462,45.9,53,NA,NA,NA,NA,NA,"2015","Lowndes","None/Limited"
"115",2015,"Macon",11.8,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,236,4142,83,2134,4142,51.5,46,NA,NA,NA,NA,NA,"2015","Macon","None/Limited"
"116",2015,"Madison",10.3,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,4356,89142,79,63305,89142,71,20,NA,NA,NA,NA,NA,"2015","Madison","None/Limited"
"117",2015,"Marengo",12.8,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,377,4564,86,2287,4564,50.1,50,NA,NA,NA,NA,NA,"2015","Marengo","None/Limited"
"118",2015,"Marion",9.2,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,389,7193,75,3454,7193,48,31,NA,NA,NA,NA,NA,"2015","Marion","None/Limited"
"119",2015,"Marshall",7.9,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,1172,23554,85,10686,23554,45.4,30,NA,NA,NA,NA,NA,"2015","Marshall","None/Limited"
"120",2015,"Mobile",11.8,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,5530,105287,68,60501,105287,57.5,31,NA,NA,NA,NA,NA,"2015","Mobile","None/Limited"
"121",2015,"Monroe",15.5,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,347,5118,76,2127,5118,41.6,39,NA,NA,NA,NA,NA,"2015","Monroe","None/Limited"
"122",2015,"Montgomery",11.8,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,2137,61605,64,37812,61605,61.4,33,NA,NA,NA,NA,NA,"2015","Montgomery","None/Limited"
"123",2015,"Morgan",9.2,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,1582,30846,76,16406,30846,53.2,25,NA,NA,NA,NA,NA,"2015","Morgan","None/Limited"
"124",2015,"Perry",13.7,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,144,2141,93,765,2141,35.7,53,NA,NA,NA,NA,NA,"2015","Perry","None/Limited"
"125",2015,"Pickens",12.1,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,221,4276,81,2108,4276,49.3,36,NA,NA,NA,NA,NA,"2015","Pickens","None/Limited"
"126",2015,"Pike",9.4,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,385,7437,62,4134,7437,55.6,35,NA,NA,NA,NA,NA,"2015","Pike","None/Limited"
"127",2015,"Randolph",9.1,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,291,5115,77,2213,5115,43.3,34,NA,NA,NA,NA,NA,"2015","Randolph","None/Limited"
"128",2015,"Russell",10.5,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,873,15158,66,8988,15158,59.3,34,NA,NA,NA,NA,NA,"2015","Russell","None/Limited"
"129",2015,"St. Clair",8.2,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,1024,23134,77,12293,23134,53.1,21,NA,NA,NA,NA,NA,"2015","St. Clair","None/Limited"
"130",2015,"Shelby",8.3,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,1942,56952,89,42363,56952,74.4,11,NA,NA,NA,NA,NA,"2015","Shelby","None/Limited"
"131",2015,"Sumter",13.3,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,227,2607,73,1389,2607,53.3,49,NA,NA,NA,NA,NA,"2015","Sumter","None/Limited"
"132",2015,"Talladega",12.8,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,1006,20900,78,9673,20900,46.3,29,NA,NA,NA,NA,NA,"2015","Talladega","None/Limited"
"133",2015,"Tallapoosa",13.4,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,538,9577,78,4394,9577,45.9,36,NA,NA,NA,NA,NA,"2015","Tallapoosa","None/Limited"
"134",2015,"Tuscaloosa",11.4,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,2054,50310,73,31013,50310,61.6,23,NA,NA,NA,NA,NA,"2015","Tuscaloosa","None/Limited"
"135",2015,"Walker",9.9,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,825,15937,79,8249,15937,51.8,32,NA,NA,NA,NA,NA,"2015","Walker","None/Limited"
"136",2015,"Washington",9.7,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,284,4070,85,1587,4070,39,29,NA,NA,NA,NA,NA,"2015","Washington","None/Limited"
"137",2015,"Wilcox",13.4,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,170,2483,78,845,2483,34,50,NA,NA,NA,NA,NA,"2015","Wilcox","None/Limited"
"138",2015,"Winston",9.6,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,369,5633,86,2763,5633,49.1,34,NA,NA,NA,NA,NA,"2015","Winston","None/Limited"
"139",2015,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","","None/Limited"
"140",2015,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","","None/Limited"
"141",2016,"State Total",10,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,54400,1229274,81,717300,1229274,58.4,27,NA,NA,NA,NA,NA,"2016","State Total","None/Limited"
"142",2016,"Autauga",9,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,769,14581,83,8234,14581,56.5,18,NA,NA,NA,NA,NA,"2016","Autauga","None/Limited"
"143",2016,"Baldwin",9,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,2083,46166,80,28778,46166,62.3,20,NA,NA,NA,NA,NA,"2016","Baldwin","None/Limited"
"144",2016,"Barbour",12,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,264,7265,81,3150,7265,43.4,38,NA,NA,NA,NA,NA,"2016","Barbour","None/Limited"
"145",2016,"Bibb",12,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,270,6156,81,3012,6156,48.9,27,NA,NA,NA,NA,NA,"2016","Bibb","None/Limited"
"146",2016,"Blount",7,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,690,14293,85,7025,14293,49.1,24,NA,NA,NA,NA,NA,"2016","Blount","None/Limited"
"147",2016,"Bullock",14,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,123,2840,83,980,2840,34.5,43,NA,NA,NA,NA,NA,"2016","Bullock","None/Limited"
"148",2016,"Butler",11,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,259,4801,68,2098,4801,43.7,37,NA,NA,NA,NA,NA,"2016","Butler","None/Limited"
"149",2016,"Calhoun",9,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,1265,29129,83,15652,29129,53.7,28,NA,NA,NA,NA,NA,"2016","Calhoun","None/Limited"
"150",2016,"Chambers",12,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,397,8074,76,3851,8074,47.7,32,NA,NA,NA,NA,NA,"2016","Chambers","None/Limited"
"151",2016,"Cherokee",9,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,297,5681,82,3092,5681,54.4,28,NA,NA,NA,NA,NA,"2016","Cherokee","None/Limited"
"152",2016,"Chilton",9,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,567,11567,74,4561,11567,39.4,28,NA,NA,NA,NA,NA,"2016","Chilton","None/Limited"
"153",2016,"Choctaw",10,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,130,2898,78,1422,2898,49.1,32,NA,NA,NA,NA,NA,"2016","Choctaw","None/Limited"
"154",2016,"Clarke",13,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,398,5849,85,2460,5849,42.1,34,NA,NA,NA,NA,NA,"2016","Clarke","None/Limited"
"155",2016,"Clay",12,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,125,3083,88,1319,3083,42.8,29,NA,NA,NA,NA,NA,"2016","Clay","None/Limited"
"156",2016,"Cleburne",9,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,182,3557,93,1762,3557,49.5,25,NA,NA,NA,NA,NA,"2016","Cleburne","None/Limited"
"157",2016,"Coffee",9,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,672,13559,93,8070,13559,59.5,25,NA,NA,NA,NA,NA,"2016","Coffee","None/Limited"
"158",2016,"Colbert",10,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,623,12932,84,7374,12932,57,25,NA,NA,NA,NA,NA,"2016","Colbert","None/Limited"
"159",2016,"Conecuh",14,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,109,2685,88,1006,2685,37.5,41,NA,NA,NA,NA,NA,"2016","Conecuh","None/Limited"
"160",2016,"Coosa",12,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,94,2637,73,1092,2637,41.4,29,NA,NA,NA,NA,NA,"2016","Coosa","None/Limited"
"161",2016,"Covington",10,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,442,8642,83,4495,8642,52,30,NA,NA,NA,NA,NA,"2016","Covington","None/Limited"
"162",2016,"Crenshaw",8,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,156,3294,98,1383,3294,42,28,NA,NA,NA,NA,NA,"2016","Crenshaw","None/Limited"
"163",2016,"Cullman",9,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,958,19500,86,11161,19500,57.2,24,NA,NA,NA,NA,NA,"2016","Cullman","None/Limited"
"164",2016,"Dale",8,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,498,13306,82,8229,13306,61.8,34,NA,NA,NA,NA,NA,"2016","Dale","None/Limited"
"165",2016,"Dallas",13,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,523,9668,70,4143,9668,42.9,50,NA,NA,NA,NA,NA,"2016","Dallas","None/Limited"
"166",2016,"DeKalb",9,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,845,17942,85,7713,17942,43,37,NA,NA,NA,NA,NA,"2016","DeKalb","None/Limited"
"167",2016,"Elmore",9,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,1127,22112,74,12088,22112,54.7,21,NA,NA,NA,NA,NA,"2016","Elmore","None/Limited"
"168",2016,"Escambia",10,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,408,9645,81,3891,9645,40.3,32,NA,NA,NA,NA,NA,"2016","Escambia","None/Limited"
"169",2016,"Etowah",8,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,1242,25829,80,13484,25829,52.2,30,NA,NA,NA,NA,NA,"2016","Etowah","None/Limited"
"170",2016,"Fayette",11,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,196,3791,78,1727,3791,45.6,29,NA,NA,NA,NA,NA,"2016","Fayette","None/Limited"
"171",2016,"Franklin",9,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,402,8092,87,3440,8092,42.5,36,NA,NA,NA,NA,NA,"2016","Franklin","None/Limited"
"172",2016,"Geneva",9,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,251,6376,86,3039,6376,47.7,36,NA,NA,NA,NA,NA,"2016","Geneva","None/Limited"
"173",2016,"Greene",16,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,86,1740,73,730,1740,42,46,NA,NA,NA,NA,NA,"2016","Greene","None/Limited"
"174",2016,"Hale",14,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,237,3375,78,1648,3375,48.8,37,NA,NA,NA,NA,NA,"2016","Hale","None/Limited"
"175",2016,"Henry",8,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,171,3989,78,2356,3989,59.1,27,NA,NA,NA,NA,NA,"2016","Henry","None/Limited"
"176",2016,"Houston",9,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,1067,26513,88,14762,26513,55.7,31,NA,NA,NA,NA,NA,"2016","Houston","None/Limited"
"177",2016,"Jackson",9,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,585,12683,88,5542,12683,43.7,29,NA,NA,NA,NA,NA,"2016","Jackson","None/Limited"
"178",2016,"Jefferson",11,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,7918,177534,80,117891,177534,66.4,29,NA,NA,NA,NA,NA,"2016","Jefferson","None/Limited"
"179",2016,"Lamar",10,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,176,3289,83,1650,3289,50.2,28,NA,NA,NA,NA,NA,"2016","Lamar","None/Limited"
"180",2016,"Lauderdale",10,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,1045,21373,90,12662,21373,59.2,26,NA,NA,NA,NA,NA,"2016","Lauderdale","None/Limited"
"181",2016,"Lawrence",10,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,383,8191,89,4207,8191,51.4,23,NA,NA,NA,NA,NA,"2016","Lawrence","None/Limited"
"182",2016,"Lee",8,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,1526,39458,87,26852,39458,68.1,26,NA,NA,NA,NA,NA,"2016","Lee","None/Limited"
"183",2016,"Limestone",9,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,829,24049,90,13248,24049,55.1,19,NA,NA,NA,NA,NA,"2016","Limestone","None/Limited"
"184",2016,"Lowndes",13,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,153,2405,78,1111,2405,46.2,43,NA,NA,NA,NA,NA,"2016","Lowndes","None/Limited"
"185",2016,"Macon",13,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,207,4088,84,2263,4088,55.4,44,NA,NA,NA,NA,NA,"2016","Macon","None/Limited"
"186",2016,"Madison",10,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,3818,89922,87,64316,89922,71.5,20,NA,NA,NA,NA,NA,"2016","Madison","None/Limited"
"187",2016,"Marengo",13,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,324,4545,85,2161,4545,47.5,33,NA,NA,NA,NA,NA,"2016","Marengo","None/Limited"
"188",2016,"Marion",9,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,345,7091,76,3571,7091,50.4,26,NA,NA,NA,NA,NA,"2016","Marion","None/Limited"
"189",2016,"Marshall",8,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,1139,23488,88,11140,23488,47.4,33,NA,NA,NA,NA,NA,"2016","Marshall","None/Limited"
"190",2016,"Mobile",12,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,4541,105199,77,61223,105199,58.2,30,NA,NA,NA,NA,NA,"2016","Mobile","None/Limited"
"191",2016,"Monroe",16,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,314,4960,79,2065,4960,41.6,33,NA,NA,NA,NA,NA,"2016","Monroe","None/Limited"
"192",2016,"Montgomery",12,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,2057,61670,64,37775,61670,61.3,32,NA,NA,NA,NA,NA,"2016","Montgomery","None/Limited"
"193",2016,"Morgan",9,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,1445,30553,81,15986,30553,52.3,23,NA,NA,NA,NA,NA,"2016","Morgan","None/Limited"
"194",2016,"Perry",14,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,135,1840,88,597,1840,32.4,66,NA,NA,NA,NA,NA,"2016","Perry","None/Limited"
"195",2016,"Pickens",12,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,198,4387,88,2094,4387,47.7,35,NA,NA,NA,NA,NA,"2016","Pickens","None/Limited"
"196",2016,"Pike",10,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,314,7469,77,4310,7469,57.7,34,NA,NA,NA,NA,NA,"2016","Pike","None/Limited"
"197",2016,"Randolph",10,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,296,5029,83,2344,5029,46.6,30,NA,NA,NA,NA,NA,"2016","Randolph","None/Limited"
"198",2016,"Russell",10,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,770,15945,66,9714,15945,60.9,30,NA,NA,NA,NA,NA,"2016","Russell","None/Limited"
"199",2016,"St. Clair",8,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,951,23141,83,12125,23141,52.4,19,NA,NA,NA,NA,NA,"2016","St. Clair","None/Limited"
"200",2016,"Shelby",8,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,1949,56884,91,42113,56884,74,12,NA,NA,NA,NA,NA,"2016","Shelby","None/Limited"
"201",2016,"Sumter",12,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,151,2633,88,1286,2633,48.8,51,NA,NA,NA,NA,NA,"2016","Sumter","None/Limited"
"202",2016,"Talladega",13,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,891,20752,81,9243,20752,44.5,33,NA,NA,NA,NA,NA,"2016","Talladega","None/Limited"
"203",2016,"Tallapoosa",14,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,500,9398,81,4440,9398,47.2,34,NA,NA,NA,NA,NA,"2016","Tallapoosa","None/Limited"
"204",2016,"Tuscaloosa",11,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,2006,52145,75,32387,52145,62.1,23,NA,NA,NA,NA,NA,"2016","Tuscaloosa","None/Limited"
"205",2016,"Walker",10,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,788,15635,84,8324,15635,53.2,33,NA,NA,NA,NA,NA,"2016","Walker","None/Limited"
"206",2016,"Washington",10,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,257,3939,88,1583,3939,40.2,27,NA,NA,NA,NA,NA,"2016","Washington","None/Limited"
"207",2016,"Wilcox",14,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,159,2487,78,965,2487,38.8,47,NA,NA,NA,NA,NA,"2016","Wilcox","None/Limited"
"208",2016,"Winston",10,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,304,5525,89,2885,5525,52.2,32,NA,NA,NA,NA,NA,"2016","Winston","None/Limited"
"209",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Unknown"
"210",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Unknown"
"211",2017,"State Total",10,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,54493,1231007,89,726128,1231007,59,27,NA,NA,NA,NA,NA,"2017","State Total","None/Limited"
"212",2017,"Autauga",9,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,706,14440,90,8617,14440,59.7,19,NA,NA,43,NA,11,"2017","Autauga","None/Limited"
"213",2017,"Baldwin",9,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,2236,47367,85,29788,47367,62.9,20,NA,NA,50,12,14,"2017","Baldwin","None/Limited"
"214",2017,"Barbour",12,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,245,7230,86,2839,7230,39.3,45,NA,NA,69,52,12,"2017","Barbour","None/Limited"
"215",2017,"Bibb",12,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,262,6531,85,3280,6531,50.2,29,NA,NA,61,NA,18,"2017","Bibb","None/Limited"
"216",2017,"Blount",7,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,720,14213,91,7279,14213,51.2,22,NA,NA,20,57,21,"2017","Blount","None/Limited"
"217",2017,"Bullock",13,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,121,3007,88,1011,3007,33.6,51,NA,NA,46,NA,NA,"2017","Bullock","None/Limited"
"218",2017,"Butler",11,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,235,4809,83,2081,4809,43.3,36,NA,NA,57,NA,19,"2017","Butler","None/Limited"
"219",2017,"Calhoun",9,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,1316,28930,92,15616,28930,54,31,NA,NA,59,40,21,"2017","Calhoun","None/Limited"
"220",2017,"Chambers",11,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,337,8047,85,3620,8047,45,34,NA,NA,51,69,23,"2017","Chambers","None/Limited"
"221",2017,"Cherokee",8,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,280,5583,88,2939,5583,52.6,30,NA,NA,41,NA,29,"2017","Cherokee","None/Limited"
"222",2017,"Chilton",9,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,517,11445,86,4606,11445,40.2,28,NA,NA,43,57,24,"2017","Chilton","None/Limited"
"223",2017,"Choctaw",10,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,124,2866,88,1424,2866,49.7,34,NA,NA,50,NA,21,"2017","Choctaw","None/Limited"
"224",2017,"Clarke",13,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,380,5748,93,2361,5748,41.1,31,NA,NA,36,NA,23,"2017","Clarke","None/Limited"
"225",2017,"Clay",11,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,154,3015,93,1263,3015,41.9,27,NA,NA,NA,NA,13,"2017","Clay","None/Limited"
"226",2017,"Cleburne",9,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,201,3618,98,1737,3618,48,28,NA,NA,NA,83,21,"2017","Cleburne","None/Limited"
"227",2017,"Coffee",9,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,752,13376,96,8137,13376,60.8,24,NA,NA,44,32,19,"2017","Coffee","None/Limited"
"228",2017,"Colbert",10,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,627,12951,89,7326,12951,56.6,27,NA,NA,36,47,22,"2017","Colbert","None/Limited"
"229",2017,"Conecuh",14,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,91,2672,83,1018,2672,38.1,41,NA,NA,58,29,21,"2017","Conecuh","None/Limited"
"230",2017,"Coosa",13,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,90,2472,83,1050,2472,42.5,32,NA,NA,57,NA,16,"2017","Coosa","None/Limited"
"231",2017,"Covington",10,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,453,8586,95,4485,8586,52.2,34,NA,NA,58,8,26,"2017","Covington","None/Limited"
"232",2017,"Crenshaw",8,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,191,3263,93,1451,3263,44.5,30,NA,NA,29,NA,18,"2017","Crenshaw","None/Limited"
"233",2017,"Cullman",9,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,954,19657,91,10727,19657,54.6,25,NA,NA,48,64,21,"2017","Cullman","None/Limited"
"234",2017,"Dale",8,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,517,13245,90,8107,13245,61.2,29,NA,NA,52,35,16,"2017","Dale","None/Limited"
"235",2017,"Dallas",13,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,507,9517,90,4501,9517,47.3,50,NA,NA,61,NA,24,"2017","Dallas","None/Limited"
